CUEST,REGION,P1. El barrio en el que usted vive es…,P1b. Encuestador (no leer) registre si tiene certeza de que se trata de una villa o asentamiento:,P2. Tipo de vivienda,P22. ¿Cuál fue el monto de ingreso/salario que percibió el mes pasado por su ocupación principal?,"[Reclamos en internet través de petitorios, foros, tuitazo y otras modalidades virtuales.] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…",[Movilizaciones / concentraciones] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cacerolazos / ruidazos] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Paros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cortes de calle o vías de transito] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Otros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Problemas laborales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Contra la cuarentena y otras medidas sanitarias] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En favor de clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En contra de las clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Seguridad / Corrupción / Justicia] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Por Asistencia Social del Estado (Ej. Ayuda alimentaria / planes sociales)] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Derechos de las mujeres] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Atención o prevención de salud] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Acceso a la vivienda y servicios públicos] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Otro] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,P3. Participó usted en organizaciones sociales comunitarias en distribución de alimentos/comedores/ tareas de prevención en salud/ cuidado de adultos mayores/asistencia en trámites informáticos?,"[Ingreso Familiar de Emergencia] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[ATP y medidas de sostenimiento del salario de empresas privadas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Doble indemnización y prohibición de despidos] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Aporte solidario / impuesto a las grandes riquezas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Congelamiento de alquileres y tarifas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[… disminuir impuestos a las grandes empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[... disminuir impuestos a pequeñas y medianas empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… mayores impuestos a la riqueza] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… renta universal que garantice un ingreso para todas las familias vulnerables] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","P6. Muchas personas dicen que pertenecen a una clase determinada, Si tuviera que elegir una de las siguientes categorías, ¿diría que pertenece a...?",Cantidad total de miembros del hogar,Cantidad total de adultos en el hogar,Sexo entrevistado,Edad cumplida entrevistado,Edad en intervalos
105,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,4,2,2,41,5
106,GBA,1, ,4,120000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,2,4,2,3,4,2,1,2,53,6
107,GBA,1, ,4,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,3,1,4,2,2,2,2,2,1,2,31,5
108,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,2,24,4
109,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,99,1,99,1,99,2,99,3,5,1,1,2,73,7
110,GBA,1, ,4,55000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,3,3,5,3,2,1,28,4
111,GBA,1, ,4,10000,2,1,2,2,2,2,0,0,0,0,0,0,1,0,0, ,2,1,2,1,1,1,4,2,2,2,3,3,3,2,26,4
112,GBA,1, ,4,400000,1,1,1,2,1,2,0,0,0,0,0,1,1,1,0, ,2,1,3,1,1,1,4,2,2,2,3,1,1,1,25,4
113,GBA,1, ,1,55000,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0, ,2,1,2,1,1,1,4,4,2,2,5,2,2,1,32,5
114,GBA,1, ,1,25000,1,1,2,2,1,2,1,0,0,0,0,1,1,0,0, ,2,1,1,1,1,1,4,2,2,2,5,4,4,1,22,4
115,GBA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,1,1,1,55,6
116,GBA,1, ,4,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,1,26,4
117,GBA,1, ,4,40000,1,1,2,2,2,2,1,0,0,0,0,1,1,0,0, ,2,1,1,1,1,1,4,2,2,2,5,2,2,2,25,4
118,GBA,1, ,4,80000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,3,2,2,3,4,3,2,1,35,5
119,GBA,1, ,4,20000,1,1,1,2,2,2,0,1,1,0,1,0,0,0,0, ,2,1,3,3,2,2,3,3,3,3,3,1,1,1,60,7
120,GBA,1, ,4,75600,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,2,4,2,3,3,4,1,1,2,37,5
121,GBA,1, ,4,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,2,2,2,3,5,2,2,1,62,7
122,GBA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,3,5,4,2,2,47,5
123,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,2,2,1,4,4,2,3,3,1,1,2,87,8
124,GBA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,3,5,5,2,2,33,5
125,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,2,2,2,5,1,1,2,75,8
126,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,1,76,8
127,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,4,2,2,38,5
128,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,3,1,1,2,64,7
129,GBA,1, ,4,18000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,4,4,3,4,5,5,2,69,7
130,GBA,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,3,3,2,4,2,4,4,5,3,2,1,64,7
131,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,99,1,99,1,99,2,2,2,4,1,1,2,89,8
132,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,1,2,2,2,4,5,1,1,2,80,8
133,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,2,1,4,3,3,3,5,6,4,2,45,5
134,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,3,3,2,4,3,4,2,1,48,5
135,GBA,1, ,1,18000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,3,3,2,2,2,2,4,5,3,2,46,5
136,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,4,4,2,3,5,2,2,1,71,7
137,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,4,1,1,2,90,8
138,GBA,1, ,1,130000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,3,1,1,1,32,5
139,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,3,3,2,2,3,4,5,4,3,2,50,6
140,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,3,3,3,1,1,1,36,5
141,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,4,2,3,1,1,1,80,8
142,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,2,2,2,67,7
143,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,3,2,2,2,2,2,5,5,2,2,38,5
144,GBA,1, ,3,38000,2,2,2,2,2,2, , , , , , , , , , ,1,1,2,1,1,1,2,2,2,2,5,5,4,2,23,4
145,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,4,3,3,3,4,1,1,2,72,7
146,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,4,2,2,2,5,3,2,2,21,4
147,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,2,3,2,4,3,3,2,70,7
148,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,3,2,6,4,4,2,60,7
149,GBA,1, ,4,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,3,3,3,3,5,1,1,1,52,6
150,GBA,1, ,1,44000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,3,2,1,46,5
151,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,3,5,2,2,1,55,6
152,GBA,1, ,1,15000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,2,56,6
153,GBA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,2,2,5,4,2,1,31,5
154,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,4,3,3,2,69,7
155,GBA,1, ,4,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,4,2,2,5,3,2,2,21,4
156,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,1,3,3,2,2,6,4,2,1,34,5
157,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,1,2,3,3,2,5,2,1,2,30,5
158,GBA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,2,2,4,3,1,2,39,5
159,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,3,2,4,5,2,2,2,65,7
160,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,3,2,2,66,7
161,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,5,3,3,2,67,7
162,GBA,1, ,4,40000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,2,2,2,6,2,2,2,38,5
163,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,5,2,2,2,60,7
164,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,3,2,2,3,3,4,2,2,45,5
165,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,2,2,48,5
166,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,2,2,2,3,3,2,2,28,4
167,GBA,1, ,4,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,4,4,2,1,51,6
168,GBA,1, ,1, ,2,1,2,2,2,2,0,0,1,0,0,0,0,0,0, ,1,1,1,1,1,1,2,4,3,2,3,6,3,2,25,4
169,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,3,5,3,2,2,40,5
170,GBA,1, ,4,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,2,2,2,3,3,4,2,2,2,38,5
171,GBA,1, ,1,70000,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1, ,2,3,3,3,3,1,3,2,3,2,4,4,4,2,35,5
172,GBA,1, ,1,12000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,2,2,5,4,4,2,57,6
173,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,3,3,3,3,5,1,1,1,64,7
174,GBA,1, ,4,40000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,2,4,2,2,2,45,5
175,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,3,4,4,4,2,5,1,1,1,45,5
176,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,3,5,4,4,1,70,7
177,GBA,1, ,1,7000,2,2,2,2,2,2, , , , , , , , , , ,2,1,99,1,1,1,99,2,2,2,5,3,2,2,46,5
178,GBA,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,1,1,1,28,4
179,GBA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,3,1,62,7
180,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,5,3,2,2,23,4
181,GBA,1, ,4,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,3,2,2,2,50,6
182,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,3,2,2,2,2,4,2,3,2,2,2,54,6
183,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,1,2,2,4,3,3,1,1,1,40,5
184,GBA,1, ,1,82000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,2,4,5,6,5,2,28,4
185,GBA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,2,1,3,2,2,2,2,3,3,2,1,53,6
186,GBA,1, ,4,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,1,63,7
187,GBA,1, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,3,2,1,50,6
188,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,3,2,2,2,4,5,3,2,2,44,5
189,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,2,2,2,3,3,2,2,47,5
190,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,3,3,5,3,2,1,30,5
191,GBA,1, ,4,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,2,4,3,4,3,2,2,33,5
192,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,3,3,2,3,2,3,3,3,4,2,1,49,5
193,GBA,1, ,4,56000,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,2,2,3,2,2,4,4,6,3,2,2,54,6
194,GBA,1, ,1,90000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,3,3,1,4,4,4,4,3,3,3,1,57,6
195,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,1,2,4,2,3,2,3,4,4,2,91,8
196,GBA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,2,4,2,2,3,3,4,2,1,52,6
197,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,3,3,2,3,4,4,2,2,2,72,7
198,GBA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,2,2,51,6
199,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,3,2,2,2,2,3,3,3,1,1,1,44,5
200,GBA,1, ,4,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,1,45,5
201,GBA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,4,5,3,1,2,42,5
202,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,3,3,3,2,2,4,4,5,4,2,2,45,5
203,GBA,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,2,26,4
204,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,4,3,2,27,4
205,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,3,3,2,2,5,5,2,1,42,5
206,GBA,2, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,2,1,2,39,5
207,GBA,1, ,4,48000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,1,40,5
208,GBA,2, ,3, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,2,2,6,6,4,1,46,5
209,GBA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,2,2,2,2,2,3,4,6,3,3,2,70,7
210,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,4,2,2,5,4,2,2,68,7
211,GBA,1, ,1,999999,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1, ,2,1,2,1,1,1,3,2,2,3,5,2,2,2,50,6
212,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,2,2,2,3,2,5,2,2,2,65,7
213,GBA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,3,3,3,3,5,3,3,2,77,8
214,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,6,12,8,2,69,7
215,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,3,5,4,2,42,5
216,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,2,2,2,65,7
217,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,1,2,1,4,2,2,2,4,3,3,1,46,5
218,GBA,1, ,1,999999,1,1,2,2,2,2,0,0,1,0,0,0,0,0,0, ,2,1,1,2,2,1,3,2,3,3,3,4,2,2,44,5
219,GBA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,2,4,3,3,3,4,3,3,2,36,5
220,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,3,5,3,1,50,6
221,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,2,2,3,2,5,2,2,1,84,8
222,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,3,1,3,2,2,3,4,1,1,1,64,7
223,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,1,3,1,1,3,1,3,3,3,3,5,2,2,2,50,6
224,GBA,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,2,2,3,3,2,3,4,4,2,53,6
225,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,1,1,3,3,2,3,5,2,2,2,38,5
226,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,3,2,5,3,1,1,87,8
227,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,2,2,5,3,1,1,80,8
228,GBA,1, ,1,48000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,4,2,2,5,4,2,1,32,5
229,GBA,1, ,4,75000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,3,5,4,2,1,39,5
230,GBA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,3,2,3,4,2,2,40,5
231,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,2,3,3,2,3,4,2,1,1,55,6
232,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,3,3,3,1,1,1,29,4
233,GBA,1, ,4,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,4,3,3,3,3,1,1,2,56,6
234,GBA,1, ,4,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,3,3,4,4,2,2,34,5
235,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,3,2,2,2,39,5
236,GBA,1, ,4,999999,1,2,2,2,2,2,0,0,0,1,0,0,0,0,0, ,2,1,1,1,1,1,4,2,2,2,5,3,2,2,53,6
237,GBA,1, ,4,150000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,4,4,1,47,5
238,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,1,1,2,93,8
239,GBA,1, ,4,85000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,3,2,2,4,4,2,2,2,2,29,4
240,GBA,1, ,4,65000,2,2,2,2,2,2, , , , , , , , , , ,1,3,3,1,3,1,3,2,4,3,5,2,2,1,42,5
241,GBA,1, ,1,36000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,3,1,3,3,3,3,5,2,2,2,63,7
242,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,3,2,2,1,83,8
243,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,3,3,3,1,1,1,79,8
244,GBA,1, ,4,90000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,3,1,2,2,4,3,3,4,4,2,41,5
245,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,3,2,2,2,43,5
246,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,2,2,3,3,3,3,3,1,68,7
247,GBA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,1,2,1,3,1,2,2,2,2,3,5,2,2,2,56,6
248,GBA,1, ,4,75000,1,2,2,2,2,2,0,0,1,0,1,0,0,0,0, ,1,1,3,2,2,1,2,2,2,2,5,4,2,1,44,5
249,GBA,1, ,4,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,3,5,1,1,1,25,4
250,GBA,1, ,4,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,5,4,2,1,34,5
251,GBA,1, ,4,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,3,3,2,2,2,26,4
252,GBA,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,3,2,3,3,2,2,2,38,5
253,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,2,2,2,4,4,4,2,2,2,62,7
254,GBA,1, ,4,60000,1,1,2,2,2,2,0,0,0,0,1,0,0,0,0, ,2,1,1,3,3,3,4,2,4,2,3,2,2,2,56,6
255,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,3,4,2,4,2,3,2,2,1,85,8
256,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,4,3,3,3,3,1,1,2,83,8
257,GBA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,2,4,1,1,2,74,7
258,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,3,4,4,2,54,6
259,GBA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,3,3,2,5,3,3,2,56,6
260,GBA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,3,3,3,1,28,4
261,GBA,1, ,1,25000,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,2,1,1,2,1,2,3,2,2,2,5,2,2,1,56,6
262,GBA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,1,1,1,51,6
263,GBA,1, ,4,100000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,3,1,4,4,2,2,2,3,3,2,62,7
264,GBA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,4,2,2,38,5
265,GBA,4,1,4,90000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,4,2,1,26,4
266,GBA,4,1,1,35000,2,1,2,2,1,2,1,0,0,0,0,0,0,0,0, ,1,1,2,1,1,1,2,2,2,2,5,3,2,2,26,4
267,GBA,4,1,5,30000,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0, ,1,1,1,1,1,1,4,4,4,2,5,4,3,1,19,4
268,GBA,4,1,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,5,3,3,1,18,4
269,GBA,4,1,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,4,2,2,5,4,3,1,20,4
270,GBA,4,1,4,16000,2,2,2,2,2,2, , , , , , , , , , ,1,1,2,2,2,1,4,2,2,2,6,1,1,2,21,4
271,GBA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,4,2,2,2,5,3,3,1,22,4
272,GBA,4,1,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,3,3,3,2,5,4,3,1,18,4
273,GBA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,5,3,3,1,18,4
274,GBA,4,1,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,4,2,2,5,5,4,2,27,4
275,GBA,4,1,4, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,2,1,1,1,3,3,2,2,6,3,2,2,26,4
276,GBA,4,1,4,25000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,6,4,1,2,28,4
277,GBA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,3,3,2,6,6,6,1,21,4
278,GBA,4,1,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,5,3,2,1,19,4
