CUEST,REGION,P1. El barrio en el que usted vive es…,P1b. Encuestador (no leer) registre si tiene certeza de que se trata de una villa o asentamiento:,P2. Tipo de vivienda,P22. ¿Cuál fue el monto de ingreso/salario que percibió el mes pasado por su ocupación principal?,"[Reclamos en internet través de petitorios, foros, tuitazo y otras modalidades virtuales.] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…",[Movilizaciones / concentraciones] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cacerolazos / ruidazos] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Paros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cortes de calle o vías de transito] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Otros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Problemas laborales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Contra la cuarentena y otras medidas sanitarias] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En favor de clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En contra de las clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Seguridad / Corrupción / Justicia] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Por Asistencia Social del Estado (Ej. Ayuda alimentaria / planes sociales)] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Derechos de las mujeres] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Atención o prevención de salud] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Acceso a la vivienda y servicios públicos] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Otro] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,P3. Participó usted en organizaciones sociales comunitarias en distribución de alimentos/comedores/ tareas de prevención en salud/ cuidado de adultos mayores/asistencia en trámites informáticos?,"[Ingreso Familiar de Emergencia] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[ATP y medidas de sostenimiento del salario de empresas privadas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Doble indemnización y prohibición de despidos] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Aporte solidario / impuesto a las grandes riquezas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Congelamiento de alquileres y tarifas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[… disminuir impuestos a las grandes empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[... disminuir impuestos a pequeñas y medianas empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… mayores impuestos a la riqueza] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… renta universal que garantice un ingreso para todas las familias vulnerables] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","P6. Muchas personas dicen que pertenecen a una clase determinada, Si tuviera que elegir una de las siguientes categorías, ¿diría que pertenece a...?",Cantidad total de miembros del hogar,Cantidad total de adultos en el hogar,Sexo entrevistado,Edad cumplida entrevistado,Edad en intervalos
4331,CUYO,1, ,1,28000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,3,3,5,1,1,2,30,5
4332,CUYO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,2,2,3,2,2,2,5,4,2,2,35,5
4333,CUYO,1, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,1,4,2,2,2,3,3,3,1,28,4
4334,CUYO,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,2,3,3,4,7,5,1,28,4
4335,CUYO,1, ,1,45000,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,por los medicos y su trabajo,1,1,2,1,2,1,4,2,2,2,5,2,2,2,51,6
4336,CUYO,1, ,1,58000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,3,2,4,3,4,3,5,1,1,1,58,6
4337,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,3,4,2,2,2,6,1,1,1,38,5
4338,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,3,3,4,2,2,3,5,2,2,1,67,7
4339,CUYO,4,2,1, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,4,2,6,3,1,1,27,4
4340,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,1,1,4,2,3,2,5,2,2,1,34,5
4341,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,3,3,1,67,7
4342,CUYO,1, ,1,150000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,2,3,1,1,1,58,6
4343,CUYO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,4,2,1,32,5
4344,CUYO,1, ,1,65000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,2,3,5,4,2,2,30,5
4345,CUYO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,3,2,4,2,2,2,22,4
4346,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,3,1,1,2,20,4
4347,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,3,2,2,2,63,7
4348,CUYO,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,2,2,2,2,5,2,2,2,24,4
4349,CUYO,4,2,1,27000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,2,2,4,2,5,5,2,1,34,5
4350,CUYO,1, ,1,70000,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0, ,1,1,1,1,1,1,4,2,2,2,5,1,1,1,32,5
4351,CUYO,1, ,4,150000,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0, ,2,1,1,1,1,1,4,2,2,2,5,1,1,1,32,5
4352,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,2,2,4,1,1,1,25,4
4353,CUYO,4,2,4,60000,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0, ,1,1,3,1,2,1,4,2,2,2,5,2,2,1,31,5
4354,CUYO,3, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,3,2,3,3,4,3,1,24,4
4355,CUYO,3, ,1, ,1,1,1,2,1,2,0,0,0,0,0,1,1,1,0, ,1,1,3,2,3,2,4,3,2,2,5,3,3,1,21,4
4356,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,2,2,6,1,1,1,28,4
4357,CUYO,3, ,1, ,2,1,2,2,1,2,0,0,0,0,0,1,1,0,0, ,2,1,1,1,1,1,4,3,2,2,3,4,4,2,19,4
4358,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,4,2,2,2,4,2,2,1,28,4
4359,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,3,2,2,4,4,3,2,2,1,20,4
4360,CUYO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,3,1,2,2,2,2,5,3,3,1,43,5
4361,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,1,1,4,2,2,2,5,4,3,1,18,4
4362,CUYO,1, ,6,5000,2,2,2,2,2,2, , , , , , , , , , ,1,1,3,2,1,2,4,3,2,2,6,2,2,2,63,7
4363,CUYO,3, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,4,2,3,3,1,1,49,5
4364,CUYO,1, ,4,10000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,2,2,2,2,5,1,1,2,25,4
4365,CUYO,3, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,1,1,1,75,8
4366,CUYO,1, ,4,30000,1,1,2,2,1,2,1,0,0,0,0,0,1,0,1, ,1,1,3,1,1,1,4,2,2,2,5,1,1,1,29,4
4367,CUYO,3, ,4,28000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,1,1,1,1,26,4
4368,CUYO,1, ,1,140000,1,1,2,2,1,2,0,0,0,0,0,0,1,0,0,En defensa del agua,1,1,1,1,1,1,4,3,2,2,5,2,2,1,61,7
4369,CUYO,1, ,1,90000,1,1,2,1,2,2,0,0,0,0,0,1,1,0,1, ,2,1,1,1,1,1,4,3,2,2,5,2,1,2,33,5
4370,CUYO,1, ,1,110000,1,1,2,1,1,2,0,0,0,0,0,1,1,0,1, ,2,1,1,1,1,1,4,3,2,2,5,4,4,2,55,6
4371,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,2,2,1,19,4
4372,CUYO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,2,2,2,51,6
4373,CUYO,1, ,1,100000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,2,2,4,2,5,4,4,2,53,6
4374,CUYO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,1,1,1,4,2,2,2,4,1,1,2,55,6
4375,CUYO,1, ,1,67000,1,2,2,2,2,2,0,0,0,0,0,0,1,1,1, ,2,1,1,1,1,1,4,3,2,2,5,5,3,1,50,6
4376,CUYO,1, ,4,100000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,3,2,2,2,36,5
4377,CUYO,1, ,1,15000,1,2,2,2,2,2,1,0,0,0,0,1,0,0,1, ,1,1,3,1,2,1,4,2,2,2,4,3,3,1,35,5
4378,CUYO,1, ,5,999999,2,1,2,1,1,2,0,0,0,0,0,0,1,1,1, ,1,1,3,1,3,1,4,2,2,2,5,1,1,2,33,5
4379,CUYO,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,2,2,2,2,2,2,2,99,3,3,1,22,4
4380,CUYO,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,2,5,2,2,1,18,4
4381,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,3,2,5,2,1,1,42,5
4382,CUYO,1, ,4,70000,2,1,2,2,2,2,0,0,0,0,0,0,1,0,0, ,1,1,1,1,1,1,4,2,2,2,5,1,1,1,34,5
4383,CUYO,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,4,2,2,6,2,2,1,25,4
4384,PATAGONICA,1, ,1,150000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,4,2,2,2,3,6,3,1,43,5
4385,PATAGONICA,2, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,2,2,5,2,2,1,25,4
4386,PATAGONICA,1, ,1,130000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,1,1,4,2,4,2,5,1,1,1,41,5
4387,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,3,3,4,2,4,4,5,2,2,2,74,7
4388,PATAGONICA,2, ,4,80000,1,1,2,1,2,2,1,0,0,0,0,1,1,0,0, ,2,1,3,1,1,1,4,2,2,2,4,2,2,1,29,4
4389,PATAGONICA,2, ,1,45000,1,1,2,1,2,2,1,0,0,0,0,0,1,0,0, ,2,1,3,1,1,1,4,4,2,2,5,2,2,2,27,4
4390,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,3,3,4,2,4,2,5,2,2,1,59,6
4391,PATAGONICA,1, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,6,5,2,53,6
4392,PATAGONICA,1, ,1,13000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,2,2,6,1,1,2,57,6
4393,PATAGONICA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,1,1,1,31,5
4394,PATAGONICA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,3,2,4,4,5,2,2,40,5
4395,PATAGONICA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,2,2,4,1,1,2,58,6
4396,PATAGONICA,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,3,1,4,2,2,2,5,5,5,2,57,6
4397,PATAGONICA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,4,3,1,1,1,68,7
4398,PATAGONICA,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,3,1,4,2,4,2,4,4,2,1,36,5
4399,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,1,1,4,2,4,2,3,2,2,2,64,7
4400,PATAGONICA,1, ,1, ,2,2,1,2,2,2,0,1,1,0,0,0,0,0,0, ,2,1,1,1,1,1,2,3,3,2,4,3,2,2,36,5
4401,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,4,2,2,3,9,4,2,41,5
4402,PATAGONICA,1, ,1, ,2,2,1,2,2,2,0,1,1,0,0,0,0,0,0, ,2,1,1,1,1,1,2,2,2,2,3,2,2,2,69,7
4403,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,3,2,2,3,3,2,2,30,5
4404,PATAGONICA,1, ,4,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,4,5,2,2,27,4
4405,PATAGONICA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,2,1,3,2,4,4,5,2,1,1,40,5
4406,PATAGONICA,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,3,1,4,2,4,3,3,3,2,1,47,5
4407,PATAGONICA,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,3,2,2,4,4,5,4,2,2,47,5
4408,PATAGONICA,2, ,1,61016,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,4,5,3,3,2,49,5
4409,PATAGONICA,1, ,1, ,1,2,2,2,2,2,0,0,0,0,0,0,1,1,1, ,1,1,3,1,1,1,4,2,2,2,5,4,3,1,22,4
4410,PATAGONICA,1, ,4,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,4,2,5,1,1,1,29,4
4411,PATAGONICA,1, ,1,999999,1,1,1,1,2,2,0,0,0,0,0,0,1,0,0, ,2,1,1,1,1,1,4,2,4,2,5,2,1,2,28,4
4412,PATAGONICA,1, ,1, ,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0, ,2,1,1,1,1,1,2,3,2,3,4,2,2,2,64,7
4413,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,3,1,1,1,51,6
4414,PATAGONICA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,3,4,2,2,40,5
4415,PATAGONICA,2, ,4,38700,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,4,2,2,3,3,1,2,44,5
4416,PATAGONICA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,4,2,2,3,4,2,1,51,6
4417,PATAGONICA,1, ,4,48000,1,1,2,2,2,2,0,1,0,0,0,0,0,1,0, ,2,1,2,1,1,1,3,4,2,2,3,1,1,2,53,6
4418,PATAGONICA,1, ,1,14000,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1, ,2,1,1,1,1,1,2,2,2,2,4,3,2,1,23,4
4419,PATAGONICA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,2,2,2,2,3,4,2,2,46,5
4420,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,3,3,2,2,4,5,2,2,63,7
4421,PATAGONICA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,2,4,2,2,3,6,5,2,57,6
4422,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,4,2,2,4,6,5,2,49,5
4423,PATAGONICA,1, ,1,20000,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,falta de agua,2,1,2,1,1,1,2,4,2,2,3,2,2,1,28,4
4424,PATAGONICA,1, ,4,150000,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,aguas contaminadas,2,1,2,1,1,1,2,4,2,2,3,3,2,1,43,5
4425,PATAGONICA,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,2,4,2,2,3,3,2,2,30,5
4426,PATAGONICA,1, ,1,76000,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,2,2,2,1,1,1,2,4,2,2,3,3,2,1,50,6
4427,PATAGONICA,4,2,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,4,2,2,5,3,3,1,42,5
4428,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,3,2,2,4,5,2,1,19,4
4429,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,5,5,2,1,61,7
4430,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,2,2,4,4,4,2,2,1,66,7
4431,PATAGONICA,1, ,4,50000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,2,2,3,5,1,1,1,30,5
4432,PATAGONICA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,2,2,2,4,5,2,1,30,5
4433,PATAGONICA,2, ,4,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,2,4,2,4,1,1,1,35,5
4434,PATAGONICA,1, ,4,100000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,3,2,3,3,4,3,2,2,28,4
4435,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,3,3,3,2,2,2,69,7
4436,PATAGONICA,1, ,1,8000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,1,28,4
4437,PATAGONICA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,99,2,1,99,1,99,99,99,3,3,2,1,2,29,4
4438,PATAGONICA,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,3,1,4,2,2,2,4,3,2,2,45,5
4439,PATAGONICA,1, ,1,75000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,1,2,2,4,99,4,5,2,1,29,4
4440,PATAGONICA,1, ,1,130000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,4,2,1,47,5
4441,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,3,3,4,3,2,77,8
4442,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,1,2,1,3,3,3,3,5,3,2,2,34,5
4443,PATAGONICA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,99,1,99,99,99,3,4,3,1,2,38,5
4444,PATAGONICA,1, ,4,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,4,2,4,2,1,2,28,4
4445,PATAGONICA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,3,2,3,3,3,5,4,1,36,5
4446,PATAGONICA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,2,6,2,2,2,50,6
4447,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,3,3,1,4,3,4,4,5,3,3,1,59,6
4448,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,2,2,1,3,3,3,3,4,4,2,2,37,5
4449,PATAGONICA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,2,1,4,2,3,3,4,5,2,2,38,5
4450,PATAGONICA,2, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,4,3,3,4,3,4,2,1,34,5
4451,PATAGONICA,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,4,2,3,2,5,2,1,1,55,6
4452,PATAGONICA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,4,2,3,2,3,3,2,2,37,5
4453,PATAGONICA,1, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,3,3,2,5,5,2,2,28,4
4454,PATAGONICA,1, ,4,40000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,1,1,2,2,4,2,3,4,2,2,29,4
4455,PATAGONICA,1, ,4,50000,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,Estudiantiles,2,1,1,1,1,1,4,2,2,2,5,2,2,1,24,4
4456,PATAGONICA,1, ,1,120000,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,En apoyo a luchas sindicales y ambientales,2,1,1,1,1,1,4,2,2,2,5,2,2,1,58,6
4457,PATAGONICA,1, ,1,55000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,1,1,2,36,5
4458,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,1,3,3,3,3,5,1,1,2,80,8
4459,PATAGONICA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,3,3,5,2,2,1,36,5
4460,PATAGONICA,1, ,1,200000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,3,3,2,2,4,4,2,4,2,1,44,5
4461,PATAGONICA,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,2,1,3,2,3,4,5,2,1,2,29,4
4462,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,2,1,1,3,2,2,2,5,3,3,2,23,4
4463,PATAGONICA,1, ,1, ,2,1,1,2,2,2,1,1,0,0,0,0,0,1,0, ,2,1,3,1,1,1,4,2,2,2,5,9,7,1,22,4
4464,PATAGONICA,1, ,1,22000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,2,1,1,4,2,2,2,6,1,1,1,31,5
4465,PATAGONICA,4,2,1,100000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,1,1,4,2,2,2,5,5,3,1,50,6
4466,PATAGONICA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,3,3,2,60,7
4467,PATAGONICA,1, ,1,45000,1,2,2,2,2,2,0,1,0,0,0,0,0,0,0, ,2,3,1,1,1,1,4,2,2,2,5,3,2,2,36,5
4468,PATAGONICA,2, ,1,237000,2,1,1,2,2,2,0,0,0,0,0,0,0,1,0, ,2,1,1,1,3,1,2,2,2,2,3,4,3,1,58,6
4469,PATAGONICA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,3,2,4,2,2,2,5,12,7,1,68,7
4470,PATAGONICA,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,4,2,5,4,2,2,32,5
4471,PATAGONICA,1, ,1, ,1,1,1,1,1,2,0,0,0,0,0,1,1,0,0, ,2,1,3,1,1,2,4,2,2,2,5,3,2,1,23,4
4472,PATAGONICA,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,6,4,2,46,5
4473,PATAGONICA,1, ,1, ,1,1,1,2,1,2,1,0,0,0,0,0,1,1,0, ,2,2,3,1,1,1,4,4,2,2,4,2,2,2,25,4
4474,PATAGONICA,1, ,1,42000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,3,3,1,4,2,2,2,5,5,5,1,24,4
4475,PATAGONICA,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,1,1,1,4,2,2,2,4,3,2,1,23,4
4476,PATAGONICA,2, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,3,3,1,4,3,3,4,5,4,4,1,70,7
4477,PATAGONICA,2, ,4,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,1,3,3,3,2,3,6,2,2,36,5
4478,PATAGONICA,2, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,3,4,3,2,2,46,5
4479,PATAGONICA,1, ,4,80000,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,1,3,1,4,2,3,3,2,1,1,1,40,5
4480,PATAGONICA,2, ,4,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,4,2,3,3,4,4,2,1,39,5
4481,PATAGONICA,2, ,4,120000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,2,1,1,2,2,3,3,5,3,1,2,42,5
4482,PATAGONICA,2, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,2,1,4,2,3,2,4,5,3,2,35,5
4483,PATAGONICA,2, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,3,1,3,2,3,3,5,3,3,2,66,7
4484,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,2,1,2,4,2,2,4,5,1,1,2,66,7
4485,CENTRO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,4,3,2,1,57,6
4486,CENTRO,1, ,1,120000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,4,4,2,2,3,5,2,2,49,5
4487,CENTRO,1, ,1,65000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,2,1,3,2,3,2,5,3,3,2,46,5
4488,CENTRO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,2,4,2,5,1,1,2,51,6
4489,CENTRO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,1,3,3,3,3,2,2,2,4,3,5,5,5,2,53,6
4490,CENTRO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,1,1,3,3,2,2,5,9,6,1,56,6
4491,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,2,3,2,5,1,1,2,63,7
4492,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,2,1,2,2,4,2,5,2,2,2,57,6
